Job_ID,Job_Title,Company,Location,Country,Experience_Level,Employment_Type,Work_Mode,Salary_Min,Salary_Max,Salary_Currency,Posted_Date,Industry,Company_Size,Python,SQL,Power_BI,Excel,Tableau,Machine_Learning,Deep_Learning,TensorFlow,PyTorch,AWS,Azure,GCP,Statistics,NLP,Generative_AI,Years_Experience,Education,Job_Description,Average_Salary,Skill_Count
JOB10439,Bi Analyst,Infosys,Bangalore,India,Entry Level,Full Time,Remote,430000,590000,INR,2025-10-18,IT Services,1-50,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,2,Bachelor's,"Seeking a BI Analyst to support IT Services projects. Key skills include Python, SQL, Excel, Machine Learning, Deep Learning, AWS, NLP. Remote role with entry level experience requirements.",510000,8
JOB10861,Ml Engineer,Deloitte,Gurgaon,India,Lead,Full Time,On-site,1450000,1820000,GBP,2026-03-11,IT Services,1000+,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,8,Bachelor's,"Seeking a ML Engineer to support IT Services projects. Key skills include Python, SQL, Power BI, Tableau, Deep Learning, TensorFlow. On-site role with lead experience requirements.",1635000,6
JOB10951,Data Engineer,Deloitte,Kolkata,India,Entry Level,Internship,On-site,720000,1030000,INR,2025-10-19,IT Services,201-500,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,1,MBA,"Seeking a Data Engineer to support IT Services projects. Key skills include Python, SQL, Excel, GCP, Statistics. On-site role with entry level experience requirements.",875000,5
JOB10327,Ai Engineer,Adobe,Pune,India,Lead,Full Time,On-site,1820000,2150000,USD,2026-07-16,Technology,1000+,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,9,MBA,"Seeking a AI Engineer to support Technology projects. Key skills include Python, SQL, Machine Learning, Deep Learning, Generative AI. On-site role with lead experience requirements.",1985000,5
JOB10227,Nlp Engineer,NVIDIA,Hyderabad,India,Entry Level,Internship,On-site,680000,920000,INR,2025-02-01,IT Services,1-50,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,1,Bachelor's,"Seeking a NLP Engineer to support IT Services projects. Key skills include Python, SQL, Power BI, Tableau, Azure, NLP. On-site role with entry level experience requirements.",800000,6
JOB11674,Ml Engineer,Persistent Systems,Ahmedabad,USA,Senior,Full Time,On-site,1100000,1360000,INR,2026-07-06,Education,51-200,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,5,Diploma,"Seeking a ML Engineer to support Education projects. Key skills include Python, Excel, Machine Learning, Statistics. On-site role with senior experience requirements.",1230000,4
JOB10554,Ai Engineer,Tech Mahindra,Bangalore,India,Senior,Full Time,On-site,1400000,1700000,INR,2026-06-15,Technology,201-500,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,7,Master's,"Seeking a AI Engineer to support Technology projects. Key skills include Python, SQL, Machine Learning, Deep Learning, AWS. On-site role with senior experience requirements.",1550000,5
JOB10062,Data Scientist,HCLTech,Hyderabad,India,Mid Level,Full Time,Hybrid,750000,1100000,EUR,2025-05-12,Manufacturing,1000+,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,4,PhD,"Seeking a Data Scientist to support Manufacturing projects. Key skills include Python, Power BI, Excel, Machine Learning, TensorFlow, Statistics, Generative AI. Hybrid role with mid level experience requirements.",925000,7
JOB11547,Ml Engineer,Bosch,Kolkata,Canada,Mid Level,Full Time,Hybrid,970000,1240000,INR,2025-12-10,Technology,501-1000,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,2,Bachelor's,"Seeking a ML Engineer to support Technology projects. Key skills include Python, Machine Learning, TensorFlow, PyTorch, Statistics, NLP. Hybrid role with mid level experience requirements.",1105000,6
JOB11945,Ml Engineer,Cisco,Mumbai,India,Mid Level,Full Time,On-site,920000,1270000,INR,2025-03-17,Manufacturing,51-200,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,5,MBA,"Seeking a ML Engineer to support Manufacturing projects. Key skills include Python, SQL, Machine Learning, TensorFlow, Statistics, Generative AI. On-site role with mid level experience requirements.",1095000,6
JOB11958,Machine Learning Engineer,Amazon,Delhi,India,Senior,Full Time,On-site,1340000,1710000,INR,2026-08-06,Manufacturing,1-50,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,9,Master's,"Seeking a Machine Learning Engineer to support Manufacturing projects. Key skills include Python, SQL, Power BI, TensorFlow, Generative AI. On-site role with senior experience requirements.",1525000,5
JOB10156,Data Scientist,Accenture,Delhi,India,Mid Level,Contract,Hybrid,850000,1140000,INR,2025-08-10,Consulting,1-50,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,2,Bachelor's,"Seeking a Data Scientist to support Consulting projects. Key skills include Python, Excel, Statistics, NLP. Hybrid role with mid level experience requirements.",995000,4
JOB11625,Data Analyst,JPMorgan Chase,Bangalore,UK,Mid Level,Full Time,Hybrid,480000,620000,GBP,2025-06-16,Finance,1-50,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,5,Master's,"Seeking a Data Analyst to support Finance projects. Key skills include Python, SQL, Power BI, Excel, PyTorch, NLP. Hybrid role with mid level experience requirements.",550000,6
JOB11318,Bi Analyst,Siemens,Chennai,USA,Mid Level,Full Time,Hybrid,700000,930000,INR,2025-08-09,Technology,201-500,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,4,Bachelor's,"Seeking a BI Analyst to support Technology projects. Key skills include Python, SQL, Power BI, Machine Learning, Deep Learning, NLP, Generative AI. Hybrid role with mid level experience requirements.",815000,7
JOB11374,Ai Engineer,Siemens,Chennai,India,Mid Level,Full Time,On-site,1200000,1540000,GBP,2025-02-22,IT Services,1000+,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,3,Bachelor's,"Seeking a AI Engineer to support IT Services projects. Key skills include Python, SQL, Excel, Machine Learning, Deep Learning, Generative AI. On-site role with mid level experience requirements.",1370000,6
JOB11799,Data Analyst,Wipro,Delhi,India,Senior,Full Time,On-site,790000,970000,INR,2026-01-29,Telecommunications,201-500,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,8,Bachelor's,"Seeking a Data Analyst to support Telecommunications projects. Key skills include Python, SQL, Power BI, Machine Learning, Deep Learning. On-site role with senior experience requirements.",880000,5
JOB11288,Data Scientist,JPMorgan Chase,Remote,Singapore,Senior,Part Time,Hybrid,1030000,1240000,INR,2025-11-17,Technology,501-1000,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,8,PhD,"Seeking a Data Scientist to support Technology projects. Key skills include Python, SQL, Machine Learning, AWS, GCP, Statistics. Hybrid role with senior experience requirements.",1135000,6
JOB11651,Data Analyst,Genpact,Delhi,India,Mid Level,Full Time,Hybrid,620000,760000,INR,2025-02-23,Telecommunications,1000+,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,3,Master's,"Seeking a Data Analyst to support Telecommunications projects. Key skills include Python, SQL, Excel, Tableau. Hybrid role with mid level experience requirements.",690000,4
JOB10349,Machine Learning Engineer,Walmart Global Tech,Gurgaon,India,Senior,Full Time,Hybrid,1170000,1420000,USD,2025-10-25,Finance,201-500,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,9,Bachelor's,"Seeking a Machine Learning Engineer to support Finance projects. Key skills include Python, Excel, Machine Learning, Deep Learning, PyTorch, Azure, GCP. Hybrid role with senior experience requirements.",1295000,7
JOB11819,Data Engineer,Accenture,Bangalore,India,Mid Level,Internship,On-site,920000,1280000,INR,2025-12-09,Technology,1-50,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,5,Bachelor's,"Seeking a Data Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Azure, GCP. On-site role with mid level experience requirements.",1100000,7
JOB10167,Data Scientist,Tech Mahindra,Ahmedabad,India,Entry Level,Full Time,Remote,800000,980000,INR,2025-06-21,Manufacturing,1000+,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,1,Bachelor's,"Seeking a Data Scientist to support Manufacturing projects. Key skills include Python, TensorFlow, AWS, Azure, Statistics. Remote role with entry level experience requirements.",890000,5
JOB11537,Data Analyst,Capgemini,Hyderabad,India,Entry Level,Full Time,Hybrid,500000,630000,INR,2025-08-10,E-commerce,1000+,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,0,Bachelor's,"Seeking a Data Analyst to support E-commerce projects. Key skills include Python, SQL, Power BI, Machine Learning, AWS, GCP, Statistics. Hybrid role with entry level experience requirements.",565000,7
JOB11898,Data Analyst,Siemens,Chennai,India,Entry Level,Full Time,Hybrid,370000,590000,INR,2025-11-05,Consulting,201-500,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,1,Master's,"Seeking a Data Analyst to support Consulting projects. Key skills include Python, SQL, Power BI, Excel, Azure, Statistics, NLP. Hybrid role with entry level experience requirements.",480000,7
JOB10205,Data Engineer,Oracle,Remote,India,Mid Level,Part Time,Hybrid,800000,1020000,INR,2025-05-03,Technology,1000+,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,4,Bachelor's,"Seeking a Data Engineer to support Technology projects. Key skills include Python, SQL, Power BI, AWS. Hybrid role with mid level experience requirements.",910000,4
JOB10907,Ml Engineer,LTIMindtree,Pune,India,Entry Level,Full Time,Hybrid,900000,1250000,INR,2025-09-02,Technology,501-1000,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,1,Master's,"Seeking a ML Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Excel, Tableau, Machine Learning, TensorFlow. Hybrid role with entry level experience requirements.",1075000,8
JOB10914,Machine Learning Engineer,Tech Mahindra,Gurgaon,UK,Entry Level,Full Time,Hybrid,730000,1010000,INR,2026-03-26,IT Services,1000+,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,1,Bachelor's,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Python, SQL, Excel, Machine Learning, Deep Learning, TensorFlow, Statistics. Hybrid role with entry level experience requirements.",870000,7
JOB11818,Bi Analyst,Capgemini,Bangalore,India,Mid Level,Full Time,On-site,710000,890000,INR,2026-06-19,IT Services,1000+,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,4,Master's,"Seeking a BI Analyst to support IT Services projects. Key skills include Python, Power BI, Excel, AWS. On-site role with mid level experience requirements.",800000,4
JOB10187,Ml Engineer,Capgemini,Gurgaon,Australia,Entry Level,Full Time,Remote,890000,1130000,INR,2026-04-14,Education,1000+,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,1,Bachelor's,"Seeking a ML Engineer to support Education projects. Key skills include Python, SQL, Power BI, Machine Learning, Deep Learning, GCP, Statistics. Remote role with entry level experience requirements.",1010000,7
JOB10778,Bi Analyst,LTIMindtree,Hyderabad,Germany,Entry Level,Part Time,On-site,550000,790000,EUR,2026-05-24,Technology,1000+,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,0,PhD,"Seeking a BI Analyst to support Technology projects. Key skills include Python, SQL, Excel, Azure. On-site role with entry level experience requirements.",670000,4
JOB11951,Data Analyst,Infosys,Bangalore,India,Mid Level,Full Time,Hybrid,480000,630000,CAD,2025-11-21,Education,1000+,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,4,Master's,"Seeking a Data Analyst to support Education projects. Key skills include Python, SQL, Excel, Tableau, Machine Learning, Deep Learning, TensorFlow. Hybrid role with mid level experience requirements.",555000,8
JOB11693,Machine Learning Engineer,IBM,Mumbai,India,Mid Level,Contract,On-site,1000000,1330000,EUR,2025-05-08,IT Services,1000+,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,5,Bachelor's,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Python, SQL, Excel, Machine Learning, TensorFlow, Azure, GCP. On-site role with mid level experience requirements.",1165000,8
JOB11034,Data Analyst,IBM,Bangalore,India,Entry Level,Full Time,On-site,410000,590000,INR,2025-05-15,Healthcare,501-1000,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,0,Master's,"Seeking a Data Analyst to support Healthcare projects. Key skills include Python, SQL, Power BI, Azure, Statistics, NLP. On-site role with entry level experience requirements.",500000,6
JOB10011,Data Analyst,NVIDIA,Noida,India,Entry Level,Full Time,Remote,480000,590000,INR,2025-11-27,Healthcare,1000+,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,0,Bachelor's,"Seeking a Data Analyst to support Healthcare projects. Key skills include SQL, Power BI, Deep Learning, Statistics. Remote role with entry level experience requirements.",535000,4
JOB11989,Machine Learning Engineer,Microsoft,Hyderabad,India,Mid Level,Full Time,Hybrid,1080000,1460000,INR,2025-08-28,E-commerce,1000+,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,2,Bachelor's,"Seeking a Machine Learning Engineer to support E-commerce projects. Key skills include Python, SQL, Excel, Machine Learning, AWS, Azure, Statistics. Hybrid role with mid level experience requirements.",1270000,7
JOB11234,Data Analyst,Cognizant,Hyderabad,UK,Senior,Full Time,Remote,720000,870000,INR,2025-03-26,Finance,201-500,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,7,Master's,"Seeking a Data Analyst to support Finance projects. Key skills include Python, SQL, Power BI, Excel, Tableau, AWS, Statistics. Remote role with senior experience requirements.",795000,8
JOB10556,Machine Learning Engineer,HCLTech,Mumbai,India,Mid Level,Full Time,Remote,850000,1190000,INR,2025-02-02,Technology,501-1000,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,2,Bachelor's,"Seeking a Machine Learning Engineer to support Technology projects. Key skills include Python, SQL, Excel, Tableau, Machine Learning, GCP, NLP. Remote role with mid level experience requirements.",1020000,7
JOB10290,Data Engineer,Walmart Global Tech,Noida,Australia,Mid Level,Full Time,On-site,840000,1150000,INR,2025-02-26,IT Services,51-200,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,5,Master's,"Seeking a Data Engineer to support IT Services projects. Key skills include Python, SQL, Tableau, Machine Learning, Statistics. On-site role with mid level experience requirements.",995000,5
JOB10428,Business Analyst,Cognizant,Hyderabad,India,Entry Level,Contract,On-site,500000,720000,INR,2026-06-21,Technology,501-1000,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,2,MBA,"Seeking a Business Analyst to support Technology projects. Key skills include SQL, Power BI, Excel, Tableau. On-site role with entry level experience requirements.",610000,4
JOB11870,Bi Analyst,Bosch,Bangalore,India,Entry Level,Internship,On-site,460000,640000,INR,2025-05-08,Education,1000+,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,1,Master's,"Seeking a BI Analyst to support Education projects. Key skills include Power BI, Tableau, Machine Learning, TensorFlow, NLP. On-site role with entry level experience requirements.",550000,5
JOB10122,Business Analyst,JPMorgan Chase,Pune,India,Mid Level,Full Time,Hybrid,650000,900000,INR,2026-07-07,Manufacturing,1000+,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,4,Master's,"Seeking a Business Analyst to support Manufacturing projects. Key skills include SQL, Power BI, Deep Learning, GCP. Hybrid role with mid level experience requirements.",775000,4
JOB10657,Data Scientist,IBM,Gurgaon,India,Senior,Contract,Hybrid,1100000,1480000,EUR,2025-10-16,Consulting,201-500,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,8,Bachelor's,"Seeking a Data Scientist to support Consulting projects. Key skills include Python, Excel, Machine Learning, AWS, Azure, Statistics. Hybrid role with senior experience requirements.",1290000,6
JOB11390,Machine Learning Engineer,Adobe,Delhi,India,Mid Level,Full Time,Hybrid,1070000,1460000,INR,2025-08-14,Consulting,51-200,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,2,Diploma,"Seeking a Machine Learning Engineer to support Consulting projects. Key skills include Python, SQL, Machine Learning, Statistics. Hybrid role with mid level experience requirements.",1265000,4
JOB10152,Data Scientist,Infosys,Bangalore,India,Mid Level,Full Time,Hybrid,890000,1190000,INR,2026-08-02,E-commerce,1000+,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,5,Diploma,"Seeking a Data Scientist to support E-commerce projects. Key skills include Python, SQL, Tableau, Machine Learning, GCP, Statistics. Hybrid role with mid level experience requirements.",1040000,6
JOB11543,Ai Engineer,SAP,Chennai,India,Mid Level,Full Time,On-site,1030000,1460000,INR,2025-08-06,Healthcare,501-1000,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,4,Bachelor's,"Seeking a AI Engineer to support Healthcare projects. Key skills include Python, SQL, Power BI, Excel, Deep Learning, PyTorch, AWS. On-site role with mid level experience requirements.",1245000,7
JOB11137,Business Analyst,TCS,Pune,India,Mid Level,Full Time,Remote,520000,750000,INR,2025-04-06,Consulting,501-1000,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2,Bachelor's,"Seeking a Business Analyst to support Consulting projects. Key skills include SQL, Excel. Remote role with mid level experience requirements.",635000,2
JOB11473,Business Analyst,Siemens,Hyderabad,India,Mid Level,Full Time,Remote,660000,860000,INR,2025-05-08,Technology,51-200,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,4,Bachelor's,"Seeking a Business Analyst to support Technology projects. Key skills include Python, SQL, Power BI, Excel, Statistics. Remote role with mid level experience requirements.",760000,5
JOB10131,Machine Learning Engineer,Amazon,Remote,Singapore,Mid Level,Full Time,Remote,1100000,1510000,INR,2026-04-02,IT Services,1000+,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,2,Bachelor's,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Python, Power BI, PyTorch, AWS. Remote role with mid level experience requirements.",1305000,4
JOB10851,Data Analyst,IBM,Gurgaon,India,Entry Level,Contract,Hybrid,370000,590000,SGD,2026-03-18,Healthcare,51-200,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,0,Master's,"Seeking a Data Analyst to support Healthcare projects. Key skills include Python, SQL, Power BI, Deep Learning, Statistics. Hybrid role with entry level experience requirements.",480000,5
JOB10134,Data Scientist,MICROSOFT,Noida,Canada,Entry Level,Full Time,Hybrid,650000,950000,INR,2025-04-04,IT Services,51-200,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,1,Master's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, SQL, Power BI, Machine Learning, Statistics. Hybrid role with entry level experience requirements.",800000,5
JOB10001,Machine Learning Engineer,TCS,Chennai,India,Mid Level,Full Time,Hybrid,930000,1300000,INR,2026-02-10,Technology,201-500,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,4,Bachelor's,"Seeking a Machine Learning Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Machine Learning, Deep Learning, PyTorch, AWS. Hybrid role with mid level experience requirements.",1115000,7
JOB11772,Ml Engineer,Amazon,Gurgaon,India,Entry Level,Full Time,Remote,890000,1220000,AUD,2025-11-08,Healthcare,1000+,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,0,Bachelor's,"Seeking a ML Engineer to support Healthcare projects. Key skills include Python, SQL, Machine Learning, Deep Learning. Remote role with entry level experience requirements.",1055000,4
JOB11603,Data Scientist,Deloitte,Hyderabad,Canada,Senior,Internship,Remote,1180000,1500000,INR,2025-12-13,Consulting,501-1000,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,9,MBA,"Seeking a Data Scientist to support Consulting projects. Key skills include Python, Tableau, Deep Learning, PyTorch, AWS, Azure, Statistics. Remote role with senior experience requirements.",1340000,8
JOB11544,Data Scientist,Google,Ahmedabad,India,Senior,Full Time,On-site,1300000,1610000,INR,2025-09-05,IT Services,1-50,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,8,Bachelor's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, SQL, Excel, Azure, Statistics. On-site role with senior experience requirements.",1455000,5
JOB10700,Ai Engineer,Google,Delhi,India,Mid Level,Part Time,On-site,1220000,1450000,GBP,2025-04-11,Finance,1-50,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,3,Master's,"Seeking a AI Engineer to support Finance projects. Key skills include Python, SQL, Excel, Machine Learning, Deep Learning. On-site role with mid level experience requirements.",1335000,5
JOB11394,Ai Engineer,SAP,Gurgaon,USA,Mid Level,Full Time,On-site,1030000,1290000,GBP,2026-02-16,Finance,51-200,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,3,Bachelor's,"Seeking a AI Engineer to support Finance projects. Key skills include Python, Excel, Machine Learning, PyTorch, Statistics, Generative AI. On-site role with mid level experience requirements.",1160000,6
JOB11326,Data Scientist,Persistent Systems,Hyderabad,India,Mid Level,Full Time,Hybrid,780000,1070000,INR,2026-01-17,Education,501-1000,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,3,Bachelor's,"Seeking a Data Scientist to support Education projects. Key skills include Python, Tableau, Deep Learning, GCP. Hybrid role with mid level experience requirements.",925000,4
JOB11096,Data Analyst,Deloitte,Mumbai,India,Senior,Full Time,On-site,690000,860000,INR,2025-01-05,Consulting,51-200,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,9,Bachelor's,"Seeking a Data Analyst to support Consulting projects. Key skills include Python, SQL, Power BI, Machine Learning, AWS, Generative AI. On-site role with senior experience requirements.",775000,6
JOB11728,Nlp Engineer,Deloitte,Delhi,India,Senior,Full Time,On-site,1120000,1340000,INR,2025-03-03,IT Services,51-200,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,8,Master's,"Seeking a NLP Engineer to support IT Services projects. Key skills include Python, SQL, Machine Learning, Deep Learning, PyTorch. On-site role with senior experience requirements.",1230000,5
JOB10323,Data Engineer,SAP,Mumbai,India,Entry Level,Full Time,Remote,590000,820000,INR,2026-05-18,Finance,51-200,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,1,Master's,"Seeking a Data Engineer to support Finance projects. Key skills include Python, SQL, Excel, Tableau, Deep Learning, Azure, Statistics. Remote role with entry level experience requirements.",705000,7
JOB10002,Ai/Ml Intern,Amazon,Mumbai,USA,Entry Level,Full Time,On-site,160000,260000,INR,2025-08-31,Healthcare,1000+,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,1,Bachelor's,"Seeking a AI/ML Intern to support Healthcare projects. Key skills include Python, Tableau, Machine Learning, Statistics. On-site role with entry level experience requirements.",210000,4
JOB11357,Business Analyst,Google,Gurgaon,India,Entry Level,Full Time,Hybrid,520000,750000,SGD,2025-04-29,Healthcare,501-1000,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,2,Diploma,"Seeking a Business Analyst to support Healthcare projects. Key skills include Python, SQL, Excel, Deep Learning, TensorFlow, Statistics. Hybrid role with entry level experience requirements.",635000,6
JOB10957,Ai Engineer,Wipro,Mumbai,USA,Mid Level,Full Time,Hybrid,980000,1380000,INR,2026-04-14,Technology,1-50,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,2,Master's,"Seeking a AI Engineer to support Technology projects. Key skills include SQL, Power BI, Tableau, Machine Learning, Statistics, Generative AI. Hybrid role with mid level experience requirements.",1180000,6
JOB11849,Business Analyst,Tech Mahindra,Pune,Germany,Senior,Full Time,Hybrid,710000,900000,INR,2025-01-17,Finance,51-200,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,10,Bachelor's,"Seeking a Business Analyst to support Finance projects. Key skills include Python, SQL, Excel, Machine Learning. Hybrid role with senior experience requirements.",805000,4
JOB10184,Business Analyst,Infosys,Bangalore,India,Lead,Full Time,On-site,760000,970000,INR,2025-08-03,Consulting,501-1000,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,11,Bachelor's,"Seeking a Business Analyst to support Consulting projects. Key skills include Python, SQL, Power BI, Excel. On-site role with lead experience requirements.",865000,4
JOB11242,Ml Engineer,Cognizant,Delhi,USA,Mid Level,Full Time,Hybrid,1000000,1400000,INR,2026-03-02,Technology,501-1000,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,5,PhD,"Seeking a ML Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Deep Learning. Hybrid role with mid level experience requirements.",1200000,6
JOB11775,Ml Engineer,Adobe,Mumbai,USA,Mid Level,Full Time,On-site,1000000,1390000,INR,2025-12-11,Technology,501-1000,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,2,Bachelor's,"Seeking a ML Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Machine Learning, Deep Learning, TensorFlow, AWS. On-site role with mid level experience requirements.",1195000,8
JOB10307,Ai Engineer,Google,Chennai,Germany,Senior,Full Time,Hybrid,1160000,1530000,INR,2025-05-18,Education,1000+,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,9,Bachelor's,"Seeking a AI Engineer to support Education projects. Key skills include Python, SQL, Tableau, Machine Learning, TensorFlow, Generative AI. Hybrid role with senior experience requirements.",1345000,6
JOB10730,Data Analyst,Accenture,Noida,India,Mid Level,Full Time,On-site,600000,810000,INR,2025-10-24,Technology,1-50,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,2,Bachelor's,"Seeking a Data Analyst to support Technology projects. Key skills include SQL, Power BI, Excel, Azure, Statistics. On-site role with mid level experience requirements.",705000,5
JOB11010,Ai Engineer,LTIMindtree,Chennai,India,Lead,Full Time,Remote,1320000,1560000,EUR,2025-08-14,Healthcare,1000+,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,14,Bachelor's,"Seeking a AI Engineer to support Healthcare projects. Key skills include Python, Power BI, Excel, Tableau, TensorFlow, Azure, Generative AI. Remote role with lead experience requirements.",1440000,7
JOB10550,Ml Engineer,Google,Pune,India,Mid Level,Full Time,Hybrid,800000,1140000,INR,2025-01-05,Technology,1000+,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,4,Bachelor's,"Seeking a ML Engineer to support Technology projects. Key skills include Python, Machine Learning, Deep Learning, NLP. Hybrid role with mid level experience requirements.",970000,4
JOB10970,Machine Learning Engineer,IBM,Pune,India,Mid Level,Full Time,On-site,1110000,1510000,USD,2025-11-20,Manufacturing,501-1000,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,4,Bachelor's,"Seeking a Machine Learning Engineer to support Manufacturing projects. Key skills include Python, Excel, Machine Learning, Generative AI. On-site role with mid level experience requirements.",1310000,4
